,age,workclass,fnlwgt?,education,edu-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hrs-per-wk,native-country,income,Bayes Classification,,
9620,38, Private,455379, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,A,A,,
9621,25, Private,211097,5th-6th,3, Divorced, Other-service, Unmarried, Other, Female,0,0,20, Honduras,B,B,,
9622,61, Local-gov,153264, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9623,23, ?,263220, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,15, United-States,B,B,,
9624,43, Private,180138, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,A,B,,
9625,22, Private,208946, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, ?,B,B,,
9626,33, Private,321709, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States,A,B,,
9627,39, Private,215981, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,A,B,,
9628,44, State-gov,26880, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,1092,40, United-States,B,A,,
9629,30, Self-emp-not-inc,90705,11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,B,B,,
9630,37, Private,185068, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Puerto-Rico,B,B,,
9631,37, Private,268390, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico,B,B,,
9632,55, Private,102058, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,A,B,,
9633,51, Self-emp-not-inc,421132, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
9634,25, Private,191803, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,13, ?,B,B,,
9635,60, Private,181954, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,25, Iran,B,B,,
9636,17, ?,34505,11th,7, Never-married, ?, Own-child, White, Male,0,0,50, United-States,B,B,,
9637,30, Private,93973,11th,7, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico,B,B,,
9638,63, Private,355459,12th,8, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,35, United-States,B,B,,
9639,37, Private,173586,7th-8th,4, Never-married, Other-service, Own-child, Black, Male,0,0,56, United-States,B,B,,
9640,32, Private,312055, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,B,B,,
9641,64, Federal-gov,353479, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States,A,B,,
9642,21, Private,321426, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,49, United-States,B,B,,
9643,53, Private,228752, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,B,B,,
9644,46, Private,281647, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,B,B,,
9645,29, Private,161615, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,B,B,,
9646,44, Private,187376, Assoc-acdm,12, Separated, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States,B,B,,
9647,47, Private,234994,7th-8th,4, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Puerto-Rico,B,B,,
9648,58, ?,169329,9th,5, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States,B,B,,
9649,40, Private,216116, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica,B,B,,
9650,36, Private,109204, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,B,B,,
9651,57, Private,88879, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,B,B,,
9652,39, Self-emp-not-inc,200863, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,B,A,,
9653,23, Private,223811, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,B,B,,
9654,32, Private,360761, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,A,B,,
9655,33, Private,166275, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9656,40, Private,149102, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
9657,37, Private,117381, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,B,B,,
9658,46, Private,306993,5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
9659,32, Local-gov,232475, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,B,A,,
9660,56, Private,165867, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
9661,46, Private,268234, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States,A,A,,
9662,59, Self-emp-inc,110457, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,A,,
9663,21, Private,329174, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,4865,0,40, United-States,B,A,,
9664,37, Private,109472,9th,5, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9665,18, Private,418176, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,B,B,,
9666,28, Private,380390, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,B,B,,
9667,18, ?,36064,12th,8, Never-married, ?, Own-child, White, Male,0,0,20, United-States,B,B,,
9668,59, Self-emp-inc,95835, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,A,A,,
9669,25, Local-gov,250770, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,B,B,,
9670,17, Private,67603,9th,5, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,B,B,,
9671,30, State-gov,352045, Masters,14, Separated, Craft-repair, Not-in-family, White, Male,99999,0,40, United-States,A,A,,
9672,21, Private,196742, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,28, United-States,B,B,,
9673,31, Private,303942, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,B,B,,
9674,56, Private,246687, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9675,64, Self-emp-not-inc,187793,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
9676,46, Private,205816, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,A,B,,
9677,60, Private,182343,12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
9678,59, Private,42959, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,36, United-States,B,B,,
9679,46, Private,140644, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,2258,50, United-States,B,A,,
9680,19, Private,183264, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States,B,B,,
9681,49, Private,294671, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,B,A,,
9682,24, Private,88926, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,B,B,,
9683,65, Private,64667, Some-college,10, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States,B,B,,
9684,27, Private,416946, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,B,B,,
9685,52, Private,208570, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9686,42, Private,116649, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,B,B,,
9687,78, Local-gov,87052, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,5, United-States,B,B,,
9688,46, Self-emp-not-inc,102869, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,A,B,,
9689,60, Self-emp-inc,123552,7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Ireland,B,B,,
9690,28, Private,157262, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9691,17, Private,146890,9th,5, Never-married, Farming-fishing, Own-child, Black, Male,0,0,20, United-States,B,B,,
9692,57, Private,257200,9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
9693,48, Local-gov,452402, Doctorate,16, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,15, United-States,B,B,,
9694,39, Private,531055, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
9695,38, Self-emp-inc,298539, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,B,B,,
9696,20, Private,95989, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,B,B,,
9697,32, Private,162572, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,48, United-States,A,A,,
9698,41, Local-gov,75313, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?,A,A,,
9699,66, Private,117162,10th,6, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States,B,B,,
9700,46, Private,173461, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,A,B,,
9701,48, Private,349986, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States,A,A,,
9702,24, Private,204244,9th,5, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States,B,B,,
9703,31, Private,36222, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,65, United-States,B,B,,
9704,38, Self-emp-inc,320811, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,B,,
9705,57, Private,82676, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,48, United-States,B,B,,
9706,20, Private,152189, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
9707,54, Self-emp-inc,52565,7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,B,B,,
9708,62, ?,121319, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,B,B,,
9709,25, Private,144301, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,B,B,,
9710,21, Private,162869, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,B,B,,
9711,23, Private,179241, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,B,B,,
9712,34, State-gov,62327, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,A,,
9713,40, Self-emp-not-inc,121012, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States,A,A,,
9714,43, Private,60001, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,B,B,,
9715,55, ?,105582, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,35, United-States,B,B,,
9716,34, Local-gov,454076, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,A,B,,
9717,21, State-gov,155818, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,B,B,,
9718,40, Private,434081, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,B,B,,
9719,48, Federal-gov,265386, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,B,B,,
9720,47, Private,44671, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States,B,B,,
9721,63, Private,190296,11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States,A,A,,
9722,33, Federal-gov,198827, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
9723,64, ?,22228, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States,A,B,,
9724,28, Private,109857, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,B,B,,
9725,21, Self-emp-not-inc,190968, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, United-States,B,B,,
9726,51, Private,75235, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,B,A,,
9727,67, Self-emp-inc,127605, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,60, Italy,A,A,,
9728,33, Private,318982, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,B,B,,
9729,31, Private,229636,1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2042,40, Mexico,B,A,,
9730,46, Private,233802, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States,A,B,,
9731,45, Self-emp-not-inc,28119, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States,B,B,,
9732,66, State-gov,198363,7th-8th,4, Widowed, Other-service, Not-in-family, Black, Female,2964,0,40, United-States,B,B,,
9733,58, Local-gov,153914, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,B,B,,
9734,40, Private,143582, Masters,14, Widowed, Sales, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States,B,B,,
9735,71, ?,78786,7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,2149,24, United-States,B,A,,
9736,42, State-gov,126333, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,B,B,,
9737,46, Self-emp-not-inc,182689, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,35, United-States,A,A,,
9738,19, Private,35245, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,B,B,,
9739,19, Private,160120, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,2597,0,40, ?,B,B,,
9740,37, Self-emp-not-inc,400287, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,15, United-States,A,A,,
9741,22, Private,50610, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9742,64, Private,349826, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,B,B,,
9743,38, Private,35890, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,B,B,,
9744,56, Private,174209,5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,B,B,,
9745,47, Private,63225,1st-4th,2, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States,B,B,,
9746,35, Private,164519, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,B,B,,
9747,23, Private,81145, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,B,B,,
9748,32, Local-gov,73514, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States,B,B,,
9749,49, Local-gov,452402, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,7688,0,35, United-States,A,A,,
9750,19, ?,318056, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States,B,B,,
9751,27, Private,285897, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States,A,A,,
9752,19, ?,194404, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,32, United-States,B,B,,
9753,20, Private,434710, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States,B,B,,
9754,42, Federal-gov,177142, Bachelors,13, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States,B,B,,
9755,35, Federal-gov,182863, Bachelors,13, Separated, Tech-support, Unmarried, White, Male,0,0,40, United-States,B,B,,
9756,62, Private,394645, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9757,46, Private,110457, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,B,B,,
9758,32, Self-emp-not-inc,292465, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,A,B,,
9759,35, Private,238433, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,B,B,,
9760,55, Private,160631, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4508,0,8, Yugoslavia,B,A,,
9761,29, Private,285657, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,B,B,,
9762,24, Private,236907, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,B,B,,
9763,19, Private,378418, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States,B,B,,
9764,50, Self-emp-not-inc,213279, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,B,B,,
9765,38, Private,105503, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9766,24, Private,79160, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States,B,B,,
9767,62, ?,139391,7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Ireland,A,B,,
9768,33, Self-emp-not-inc,190027, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,70, United-States,A,B,,
9769,79, Private,160758,7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States,B,B,,
9770,33, Private,361280, Doctorate,16, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Japan,B,A,,
9771,36, Private,199288,10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,B,B,,
9772,46, Self-emp-not-inc,204698, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,A,A,,
9773,17, Private,213354,11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,6, United-States,B,B,,
9774,22, Private,282579, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,B,B,,
9775,39, Private,99783, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,B,B,,
9776,27, Private,446947, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,55, United-States,B,B,,
9777,57, Private,186202, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
9778,26, Self-emp-inc,177951, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States,B,B,,
9779,28, Private,258364, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,B,B,,
9780,46, Local-gov,200727, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,A,A,,
9781,32, Self-emp-not-inc,33404, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,10520,0,50, United-States,A,A,,
9782,63, Federal-gov,31115, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,A,A,,
9783,21, Private,301915,11th,7, Separated, Sales, Not-in-family, Other, Female,0,0,30, Mexico,B,B,,
9784,44, Private,201908, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,40, United-States,B,A,,
9785,40, Private,168071, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,A,A,,
9786,32, Private,347623, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,B,B,,
9787,39, Private,35890, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,A,B,,
9788,31, Private,154227, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,B,B,,
9789,23, Private,161532, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
9790,55, Private,178282, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,B,B,,
9791,31, Private,263561, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,A,B,,
9792,52, Private,201783, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,A,A,,
9793,30, Private,161153, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
9794,28, Private,193125, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,A,B,,
9795,28, Private,126060, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,99999,0,36, United-States,A,A,,
9796,52, Private,186826, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,1564,40, United-States,A,A,,
9797,32, Private,156192, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,B,B,,
9798,35, Private,193094, HS-grad,9, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States,B,B,,
9799,26, Private,472411, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,B,B,,
9800,17, Private,147069,11th,7, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,B,B,,
9801,40, Private,300195, Some-college,10, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States,B,B,,
9802,75, ?,91417, Assoc-voc,11, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States,B,B,,
9803,23, Private,182342, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Italy,B,B,,
9804,32, Private,258406, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico,B,B,,
9805,27, Private,87239, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,B,B,,
9806,25, Private,294406, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States,B,B,,
9807,18, ?,41385, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,4508,0,40, United-States,B,A,,
9808,66, Private,197414,7th-8th,4, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,20, United-States,B,B,,
9809,47, Private,323212, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,B,B,,
9810,57, Local-gov,31532, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States,B,B,,
9811,30, Private,127610, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,20, Greece,B,B,,
9812,26, Private,163189, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,B,B,,
9813,33, Private,594187, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States,A,A,,
9814,39, Private,269323, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,1485,38, United-States,A,A,,
9815,33, Private,96480, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States,A,A,,
9816,58, Private,200316, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,B,B,,
9817,22, Private,212780, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,0,0,30, United-States,B,B,,
9818,49, Self-emp-inc,120121, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,A,A,,
9819,20, Private,367240, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,B,B,,
9820,24, Private,117606, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States,B,B,,
9821,33, Private,122749, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India,A,B,,
9822,59, Private,169560,10th,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,B,B,,
9823,46, Private,269890, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,B,B,,
9824,43, Private,303426, HS-grad,9, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,5721,0,40, Philippines,B,A,,
9825,25, Private,112835, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,B,B,,
9826,17, Private,226503,11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,B,B,,
9827,46, Private,207733,1st-4th,2, Widowed, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico,B,B,,
9828,20, Private,275421, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,B,B,,
9829,37, Local-gov,165883, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,B,B,,
9830,56, Self-emp-inc,236676, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,A,B,,
9831,19, ?,171578, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,40, United-States,B,B,,
9832,30, Private,685955, Bachelors,13, Never-married, Sales, Unmarried, Black, Male,0,0,50, United-States,B,B,,
9833,32, Private,72887, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,A,B,,
9834,34, Private,135304, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,B,B,,
9835,27, Private,218781, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,B,B,,
9836,23, Private,126540,10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,B,B,,
9837,33, Private,261943,10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala,B,B,,
9838,34, State-gov,111843, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,3325,0,40, United-States,B,B,,
9839,71, Self-emp-not-inc,401203, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,34, United-States,A,B,,
9840,56, Private,117400, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,B,B,,
9841,61, ?,113658,10th,6, Divorced, ?, Other-relative, White, Female,0,0,20, United-States,B,B,,
9842,40, Local-gov,166822, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,36, United-States,A,B,,
9843,35, Private,151322, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,B,B,,
9844,21, Private,102684, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,B,B,,
9845,54, Self-emp-not-inc,152652, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,B,B,,
9846,24, Private,193416, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States,B,B,,
9847,35, Private,103323, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,B,A,,
