,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,Bayes Classification
12343,42, Private,155469, Higher ed,12, Widowed, Tech-support, Unmarried, White, Female,0,0,24, United-States,0,0
12344,36, Private,102945, Higher ed,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,0
12345,60, Private,291904, HS,6, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0,0
12346,41, Federal-gov,186601, HS,9, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0,0
12347,43, Private,172401, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,0
12348,33, Private,193285, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States,1,0
12349,34, Private,176244, HS,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0,0
12350,32, Private,117779, HS,9, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States,0,0
12351,22, ?,34616, Higher ed,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States,0,0
12352,52, Private,169182, HS,5, Widowed, Other-service, Not-in-family, White, Female,0,0,25, Puerto-Rico,0,0
12353,27, Private,180758, Higher ed,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0,0
12354,60, Local-gov,141637, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,1
12355,41, Self-emp-not-inc,169023, Higher ed,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States,1,1
12356,34, Self-emp-not-inc,101266, Higher ed,13, Never-married, Sales, Not-in-family, White, Male,0,0,62, United-States,0,0
12357,30, Private,164190, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,0
12358,35, Private,142282, Higher ed,10, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States,0,0
12359,39, Federal-gov,103984, Higher ed,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0,0
12360,64, Private,187601, Higher ed,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0
12361,17, Self-emp-not-inc,36218, HS,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States,0,0
12362,29, State-gov,106334, Higher ed,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, ?,0,0
12363,37, Local-gov,249392, Higher ed,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1,0
12364,43, Self-emp-not-inc,110355, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0,0
12365,30, Self-emp-not-inc,117944, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,0,0
12366,17, Private,163836, HS,6, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,0,0
12367,29, Private,145592, HS,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala,0,0
12368,24, Private,108495, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, India,0,0
12369,27, Self-emp-not-inc,212041, Higher ed,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0,0
12370,69, Self-emp-inc,182451, Higher ed,13, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,0
12371,30, Private,124020, HS,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0,0
12372,29, Private,199116, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico,0,0
12373,17, ?,144114, HS,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,0
12374,61, Private,107438, HS,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1651,40, United-States,0,1
12375,70, Private,405362, HS,4, Widowed, Other-service, Unmarried, Black, Female,0,0,38, United-States,0,0
12376,32, Private,175856, Higher ed,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States,1,1
12377,21, ?,262241, HS,9, Never-married, ?, Other-relative, White, Male,0,0,40, United-States,0,0
12378,27, Self-emp-not-inc,420054, HS,9, Never-married, Craft-repair, Unmarried, White, Male,9562,0,50, United-States,1,1
12379,27, Private,86681, Higher ed,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0,0
12380,19, Private,187161, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0,0
12381,44, State-gov,691903, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States,1,0
12382,36, Private,219483, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0
12383,45, Private,199058, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States,1,1
12384,29, Private,192010, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Poland,0,0
12385,34, Federal-gov,419691, Higher ed,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,54, United-States,1,1
12386,28, Local-gov,356089, Higher ed,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,50, United-States,0,0
12387,34, Private,684015, HS,3, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, El-Salvador,0,0
12388,18, Private,36882, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0,0
12389,39, Private,203180, Higher ed,10, Divorced, Farming-fishing, Unmarried, White, Female,0,0,45, United-States,0,0
12390,34, Private,183811, Higher ed,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,0
12391,35, Local-gov,103966, Higher ed,14, Divorced, Adm-clerical, Unmarried, White, Female,0,0,41, United-States,0,0
12392,24, Private,304602, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,0
12393,41, Private,57233, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States,0,1
12394,50, State-gov,289207, Higher ed,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States,1,1
12395,68, Private,224019, Higher ed,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,0,0
12396,35, Private,267966, HS,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,0,0
12397,47, Private,214800, Higher ed,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,0
12398,43, Local-gov,241528, Higher ed,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,0
12399,35, Private,197365, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0,0
12400,34, Private,296724, Higher ed,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,17, United-States,0,0
12401,26, Private,136226, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,0
12402,50, Private,40623, Higher ed,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0,0
12403,22, Private,264874, HS,9, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States,0,0
12404,20, Private,112847, HS,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0,0
12405,18, ?,236090, HS,9, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0,0
12406,52, Self-emp-not-inc,89028, HS,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,0,0
12407,71, State-gov,210673, HS,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,28, United-States,0,0
12408,55, Private,60193, HS,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0
12409,17, Private,216137, HS,7, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,0,0
12410,36, Private,139743, Higher ed,10, Widowed, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0,0
12411,25, ?,32276, Higher ed,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,0
12412,39, Local-gov,423605, HS,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1848,40, Nicaragua,1,1
12413,27, Private,298871, Higher ed,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,0,0
12414,42, Private,318255, HS,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,0
12415,22, Private,347867, HS,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,1719,40, United-States,0,1
12416,57, Private,279636, Higher ed,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1,0
12417,34, Private,405386, Higher ed,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,28, United-States,0,0
12418,31, Private,297188, Higher ed,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States,0,0
12419,24, Private,182342, Higher ed,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0,0
12420,41, Self-emp-not-inc,229148, HS,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, Jamaica,0,0
12421,30, Private,189620, Higher ed,10, Divorced, Prof-specialty, Not-in-family, White, Female,6849,0,40, England,0,1
12422,17, Private,413557, HS,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States,0,0
12423,26, Self-emp-inc,246025, HS,9, Separated, Sales, Unmarried, White, Female,0,0,20, Honduras,0,0
12424,32, Private,390997, HS,2, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,50, Mexico,0,0
12425,55, Private,102058, HS,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0,0
12426,19, Private,247298, HS,8, Married-spouse-absent, Other-service, Own-child, Other, Female,0,0,20, United-States,0,0
12427,28, Private,140108, Higher ed,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0,0
12428,55, ?,216941, HS,9, Married-civ-spouse, ?, Wife, White, Female,2885,0,40, United-States,0,0
12429,49, Private,81654, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1,1
12430,23, Private,177526, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,0
12431,43, Private,64631, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12432,40, Private,110028, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12433,41, Private,203761, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,1
12434,23, Private,163870, Higher ed,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,0
12435,59, Federal-gov,117299, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States,1,1
12436,20, Private,50648, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,0,0
12437,21, Private,166517, HS,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,0
12438,28, ?,173800, Higher ed,13, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Taiwan,0,0
12439,44, Self-emp-inc,181762, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0,1
12440,31, Self-emp-not-inc,340880, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,0,0
12441,50, Self-emp-not-inc,114758, Higher ed,13, Never-married, Craft-repair, Not-in-family, White, Male,4416,0,45, United-States,0,1
12442,54, Private,138847, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,1,0
12443,28, Private,215014, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0,0
12444,34, Private,183778, HS,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0,0
12445,46, Private,273629, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,1
12446,28, Self-emp-inc,113870, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1,1
12447,23, Private,213955, HS,9, Never-married, Adm-clerical, Own-child, Black, Male,0,2001,40, United-States,0,1
12448,29, Private,114982, Higher ed,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1,0
12449,35, Private,205338, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12450,41, Self-emp-not-inc,57924, Higher ed,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,50, United-States,1,1
12451,90, ?,225063, Higher ed,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,0,10, South,0,0
12452,35, Self-emp-not-inc,202027, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States,1,1
12453,20, Private,281356, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States,0,0
12454,42, Private,30824, Higher ed,14, Divorced, Prof-specialty, Not-in-family, White, Female,2354,0,16, United-States,0,0
12455,56, Private,98809, HS,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,5013,0,45, United-States,0,1
12456,31, Private,38223, Higher ed,13, Never-married, Sales, Own-child, White, Male,0,0,45, United-States,0,0
12457,23, Private,172232, HS,9, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States,0,0
12458,60, Private,140544, HS,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,0
12459,28, Private,221366, Higher ed,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,0
12460,32, Private,180799, Higher ed,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,1,0
12461,36, Private,111499, Higher ed,14, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,40, United-States,1,1
12462,44, Self-emp-not-inc,155930, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0,1
12463,34, Private,201122, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,1,0
12464,27, Private,101709, HS,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0,0
12465,49, Private,140121, HS,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States,0,0
12466,48, Private,172709, HS,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,0,0
12467,47, Private,120131, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,0
12468,34, Private,117444, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,1,1
12469,27, Private,256764, Higher ed,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0,0
12470,31, Local-gov,176185, Higher ed,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,40, ?,0,1
12471,24, Private,223811, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12472,24, Private,201603, HS,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States,0,0
12473,25, Private,138765, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0
12474,36, Private,133974, Higher ed,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0,0
12475,38, Federal-gov,137953, HS,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,0,0
12476,57, Private,103403, HS,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,0
12477,24, Private,461678, Higher ed,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,1,0
12478,41, State-gov,70884, HS,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0,0
12479,56, State-gov,466498, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States,1,0
12480,19, Private,148644, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0,0
12481,44, Private,190739, HS,9, Never-married, Other-service, Other-relative, Black, Male,0,0,32, United-States,0,0
12482,34, Private,299507, Higher ed,11, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0,0
12483,25, Private,211424, Higher ed,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0,0
12484,27, State-gov,106721, HS,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0,0
12485,22, Private,192017, HS,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,0
12486,59, Private,530099, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,55, United-States,1,1
12487,34, Private,119153, HS,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0,0
12488,30, Private,202450, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,1,0
12489,21, Private,50341, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0,0
12490,24, Private,140001, Higher ed,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Italy,0,0
12491,19, ?,220517, Higher ed,10, Never-married, ?, Own-child, White, Female,0,0,15, United-States,0,0
12492,82, ?,52921, Higher ed,10, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Male,0,0,3, United-States,0,0
12493,35, Private,31964, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,0
12494,32, Private,148207, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12495,45, Private,151627, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States,0,0
12496,30, Private,402539, HS,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,0
12497,28, Self-emp-not-inc,188278, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0,0
12498,28, Self-emp-not-inc,96219, Higher ed,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,5, United-States,0,0
12499,29, Private,340534, HS,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States,0,0
12500,60, Private,160339, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia,0,0
12501,28, Private,120135, Higher ed,11, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0,0
12502,38, Federal-gov,303817, Higher ed,10, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0,0
12503,31, Private,181091, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,0
12504,28, Private,200515, Higher ed,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,1,0
12505,42, Private,160893, Higher ed,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,23, United-States,0,0
12506,40, Local-gov,183096, HS,5, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Yugoslavia,1,0
12507,24, Private,241367, Higher ed,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,0
12508,37, Self-emp-inc,342084, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1,1
12509,36, Private,193855, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12510,39, Private,80410, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,0
12511,22, Private,554317, HS,5, Married-spouse-absent, Other-service, Other-relative, White, Male,0,0,35, Mexico,0,0
12512,46, Private,85109, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1628,40, United-States,0,1
12513,28, Private,108569, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States,0,0
12514,34, Private,120959, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,0
12515,42, Private,222011, Higher ed,10, Divorced, Sales, Unmarried, White, Female,0,0,43, United-States,0,0
12516,43, Private,238530, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12517,35, Private,48404, HS,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0,0
12518,60, Private,88055, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3781,0,16, United-States,0,1
12519,33, Private,238381, Higher ed,10, Never-married, Craft-repair, Not-in-family, Black, Male,8614,0,40, United-States,1,1
12520,22, Private,243923, HS,9, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,80, United-States,0,0
12521,39, Private,305597, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12522,33, Private,141841, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,5178,0,40, United-States,1,1
12523,39, Private,129764, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12524,37, Self-emp-not-inc,150993, HS,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0,0
12525,63, Self-emp-not-inc,147140, HS,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,1,0
12526,46, State-gov,30219, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,38, United-States,1,1
12527,48, Private,167967, HS,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0,0
12528,33, Private,133278, HS,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0,0
12529,65, Private,172510, Higher ed,10, Widowed, Prof-specialty, Not-in-family, White, Female,1848,0,20, Hungary,0,0
12530,39, Private,192251, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,1,0
12531,43, Private,210844, Higher ed,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,1,0
12532,28, Private,263015, HS,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12533,50, Self-emp-not-inc,155118, HS,9, Divorced, Exec-managerial, Not-in-family, White, Female,99999,0,35, United-States,1,1
12534,24, State-gov,232918, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,0,0
12535,48, Private,143542, HS,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0,0
12536,35, Private,45607, Higher ed,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0,0
12537,62, Private,29828, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,0
12538,42, Self-emp-not-inc,104118, Higher ed,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,0
12539,60, Private,191446, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States,1,1
12540,50, Private,27484, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,0
12541,40, Private,205987, Higher ed,15, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba,0,0
12542,39, Local-gov,143385, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12543,43, ?,200508, Higher ed,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,0
12544,43, Local-gov,186995, HS,9, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States,0,0
12545,35, Private,54159, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,0,0
12546,39, Private,113481, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1,1
12547,30, Local-gov,235271, Higher ed,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1,0
12548,32, Private,349365, Higher ed,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,65, United-States,0,0
12549,18, Private,283637, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0,0
12550,37, Private,70282, Higher ed,12, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States,0,0
12551,26, Private,166051, Higher ed,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0,0
12552,51, Private,193720, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,0,0
12553,35, ?,124836, Higher ed,10, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States,0,0
12554,33, Private,236379, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0,0
12555,46, Private,122026, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States,1,0
12556,40, Private,114537, Higher ed,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,1
12557,34, Private,191834, Higher ed,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0,0
12558,29, Private,420054, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0
12559,47, Self-emp-not-inc,160045, Higher ed,10, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States,0,0
12560,34, Private,303187, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, ?,1,0
12561,45, Private,190088, HS,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,30, United-States,0,0
12562,53, Private,126977, HS,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0,0
12563,52, Self-emp-not-inc,63004, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0,1
12564,64, Private,391121, HS,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,1,0
12565,42, Private,211450, Higher ed,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,1,0
12566,44, Private,156413, Higher ed,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,44, United-States,1,0
12567,41, Private,116797, HS,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States,1,1
12568,53, Local-gov,204447, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,1,1
12569,25, Private,66935, HS,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0,0
12570,20, Private,344278, HS,7, Separated, Other-service, Own-child, White, Female,0,0,40, United-States,0,0
12571,29, Private,108574, Higher ed,11, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States,0,0
12572,56, Private,244605, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0
12573,45, Private,363677, Higher ed,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,30, United-States,1,1
12574,56, Private,219762, HS,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States,0,0
12575,38, Self-emp-inc,269318, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1,1
12576,62, Private,77884, HS,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0,0
12577,28, Self-emp-not-inc,70100, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,0,0
12578,31, Private,213643, HS,9, Married-civ-spouse, Sales, Husband, White, Male,3908,0,40, United-States,0,1
12579,24, Private,69640, Higher ed,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0,0
12580,65, Private,170012, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,34, United-States,0,0
12581,40, Private,329924, HS,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,30, United-States,0,0
