trial__id,race,struck_state,defendant_race,same_race,struck_by
130,White,1,Black,different race,Juror chosen to serve on jury
130,Black,0,Black,same race,Struck by the state
130,Black,1,Black,same race,Struck by the defense
130,White,1,Black,different race,Struck by the defense
130,White,1,Black,different race,Struck by the defense
130,White,1,Black,different race,Juror chosen to serve on jury
130,White,1,Black,different race,Struck by the defense
130,White,1,Black,different race,Juror chosen to serve on jury
130,White,1,Black,different race,Juror chosen to serve on jury
130,Black,1,Black,same race,Juror chosen to serve on jury
130,White,1,Black,different race,Struck by the defense
130,White,1,Black,different race,Juror chosen to serve on jury
130,White,1,Black,different race,Juror chosen to serve on jury
130,White,1,Black,different race,Juror chosen to serve on jury
130,White,1,Black,different race,Juror chosen as alternate
170,Black,1,White,different race,Juror chosen as alternate
170,White,1,White,same race,Juror chosen to serve on jury
170,White,1,White,same race,Juror chosen to serve on jury
172,White,1,Black,different race,Struck by the defense
172,Black,0,Black,same race,Struck by the state
172,White,1,Black,different race,Juror chosen to serve on jury
172,Black,0,Black,same race,Struck by the state
172,Black,0,Black,same race,Struck by the state
172,Black,0,Black,same race,Struck by the state
172,Black,0,Black,same race,Struck by the state
172,White,1,Black,different race,Struck by the defense
172,Black,0,Black,same race,Struck by the state
172,Black,0,Black,same race,Struck by the state
172,White,1,Black,different race,Struck by the defense
172,White,1,Black,different race,Juror chosen to serve on jury
176,White,1,White,same race,Struck by the defense
176,Black,1,White,different race,Juror chosen to serve on jury
176,Black,1,White,different race,Juror chosen to serve on jury
176,White,0,White,same race,Struck by the state
176,White,1,White,same race,Struck by the defense
176,Black,1,White,different race,Juror chosen to serve on jury
176,White,1,White,same race,Juror chosen to serve on jury
176,Black,1,White,different race,Juror chosen to serve on jury
176,White,1,White,same race,Struck by the defense
176,Black,0,White,different race,Struck by the state
176,White,1,White,same race,Juror chosen to serve on jury
176,White,1,White,same race,Struck by the defense
176,Black,0,White,different race,Struck by the state
176,White,1,White,same race,Juror chosen to serve on jury
176,White,1,White,same race,Juror chosen to serve on jury
176,Black,0,White,different race,Struck by the state
176,White,1,White,same race,Juror chosen to serve on jury
176,White,1,White,same race,Juror chosen to serve on jury
176,White,0,White,same race,Struck by the state
176,White,1,White,same race,Juror chosen to serve on jury
176,White,1,White,same race,Struck by the defense
176,White,0,White,same race,Struck by the state
176,White,1,White,same race,Juror chosen to serve on jury
176,White,1,White,same race,Struck by the defense
53,White,1,Black,different race,Struck by the defense
68,White,0,White,same race,Struck by the state
68,White,1,White,same race,Juror chosen as alternate
53,White,1,Black,different race,Juror chosen as alternate
53,White,0,Black,different race,Struck by the state
53,White,1,Black,different race,Juror chosen to serve on jury
53,Black,1,Black,same race,Juror chosen to serve on jury
53,White,1,Black,different race,Juror chosen to serve on jury
53,White,1,Black,different race,Struck by the defense
53,White,1,Black,different race,Juror chosen to serve on jury
53,White,1,Black,different race,Juror chosen to serve on jury
53,Black,1,Black,same race,Juror chosen to serve on jury
53,Black,0,Black,same race,Struck by the state
53,White,1,Black,different race,Juror chosen to serve on jury
53,White,0,Black,different race,Struck by the state
53,White,0,Black,different race,Struck by the state
53,Black,0,Black,same race,Struck by the state
53,White,1,Black,different race,Juror chosen to serve on jury
53,White,1,Black,different race,Juror chosen to serve on jury
53,White,1,Black,different race,Juror chosen to serve on jury
53,White,1,Black,different race,Struck by the defense
53,White,0,Black,different race,Struck by the state
53,White,1,Black,different race,Struck by the defense
53,White,1,Black,different race,Struck by the defense
53,White,1,Black,different race,Juror chosen to serve on jury
300,White,1,Black,different race,Struck by the defense
300,Black,0,Black,same race,Struck by the state
300,Black,1,Black,same race,Juror chosen to serve on jury
300,Black,0,Black,same race,Struck by the state
300,White,1,Black,different race,Struck by the defense
300,White,1,Black,different race,Juror chosen to serve on jury
300,White,1,Black,different race,Struck by the defense
300,Black,0,Black,same race,Struck by the state
300,Black,0,Black,same race,Struck by the state
300,Black,0,Black,same race,Struck by the state
300,White,1,Black,different race,Struck by the defense
300,White,1,Black,different race,Juror chosen to serve on jury
300,White,1,Black,different race,Juror chosen to serve on jury
300,White,1,Black,different race,Struck by the defense
300,Black,1,Black,same race,Juror chosen to serve on jury
300,White,1,Black,different race,Struck by the defense
300,Black,0,Black,same race,Struck by the state
300,White,1,Black,different race,Juror chosen to serve on jury
300,Black,0,Black,same race,Struck by the state
196,Black,1,Black,same race,Juror chosen to serve on jury
196,Black,1,Black,same race,Juror chosen to serve on jury
196,Black,1,Black,same race,Juror chosen to serve on jury
196,Black,1,Black,same race,Juror chosen to serve on jury
196,Black,0,Black,same race,Struck by the state
300,Black,0,Black,same race,Struck by the state
300,White,1,Black,different race,Struck by the defense
300,Black,1,Black,same race,Juror chosen to serve on jury
300,Black,1,Black,same race,Juror chosen to serve on jury
300,White,1,Black,different race,Struck by the defense
300,White,1,Black,different race,Struck by the defense
300,White,1,Black,different race,Struck by the defense
300,Black,0,Black,same race,Struck by the state
300,White,1,Black,different race,Juror chosen to serve on jury
300,Black,0,Black,same race,Struck by the state
300,Black,1,Black,same race,Juror chosen to serve on jury
300,White,1,Black,different race,Juror chosen to serve on jury
300,White,1,Black,different race,Juror chosen to serve on jury
300,White,1,Black,different race,Juror chosen as alternate
300,White,1,Black,different race,Struck by the defense
300,Black,0,Black,same race,Struck by the state
300,White,1,Black,different race,Juror chosen as alternate
202,Black,0,Black,same race,Struck by the state
202,Black,0,Black,same race,Struck by the state
202,Black,0,Black,same race,Struck by the state
255,Black,1,Black,same race,Juror chosen as alternate
301,White,1,Black,different race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen as alternate
301,White,1,Black,different race,Juror chosen to serve on jury
205,Black,0,Black,same race,Struck by the state
205,White,0,Black,different race,Struck by the state
205,White,0,Black,different race,Struck by the state
205,Black,0,Black,same race,Struck by the state
269,Black,0,Black,same race,Struck by the state
269,Black,0,Black,same race,Struck by the state
225,White,0,Black,different race,Struck by the state
225,White,1,Black,different race,Juror chosen to serve on jury
225,White,1,Black,different race,Struck by the defense
225,White,1,Black,different race,Juror chosen to serve on jury
225,White,1,Black,different race,Struck by the defense
225,White,1,Black,different race,Struck by the defense
301,Black,1,Black,same race,Juror chosen to serve on jury
225,Black,0,Black,same race,Struck by the state
225,White,0,Black,different race,Struck by the state
225,Black,0,Black,same race,Struck by the state
225,Black,0,Black,same race,Struck by the state
5,Black,0,Black,same race,Struck by the state
5,White,1,Black,different race,Juror chosen to serve on jury
5,White,1,Black,different race,Struck by the defense
5,White,1,Black,different race,Struck by the defense
255,Black,1,Black,same race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen to serve on jury
255,Black,1,Black,same race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen to serve on jury
259,White,1,White,same race,Struck by the defense
255,White,1,Black,different race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen to serve on jury
255,White,1,Black,different race,Juror chosen as alternate
255,Black,1,Black,same race,Juror chosen to serve on jury
259,White,1,White,same race,Struck by the defense
259,White,1,White,same race,Struck by the defense
259,White,1,White,same race,Struck by the defense
255,White,1,Black,different race,Juror chosen to serve on jury
224,White,0,Black,different race,Struck by the state
224,White,1,Black,different race,Juror chosen to serve on jury
224,White,0,Black,different race,Struck by the state
224,White,1,Black,different race,Juror chosen to serve on jury
268,White,1,Black,different race,Struck by the defense
224,White,0,Black,different race,Struck by the state
237,Black,1,Black,same race,Juror chosen to serve on jury
237,Black,0,Black,same race,Struck by the state
237,Black,0,Black,same race,Struck by the state
237,Black,1,Black,same race,Juror chosen to serve on jury
237,Black,0,Black,same race,Struck by the state
237,Black,1,Black,same race,Juror chosen to serve on jury
237,Black,0,Black,same race,Struck by the state
237,Black,1,Black,same race,Struck by the defense
239,White,0,Black,different race,Struck by the state
239,Black,0,Black,same race,Struck by the state
239,Black,0,Black,same race,Struck by the state
225,White,1,Black,different race,Struck by the defense
225,White,0,Black,different race,Struck by the state
225,White,1,Black,different race,Struck by the defense
225,White,1,Black,different race,Struck by the defense
225,White,1,Black,different race,Juror chosen as alternate
246,White,0,Black,different race,Struck by the state
246,White,1,Black,different race,Struck by the defense
246,White,1,Black,different race,Struck by the defense
246,Black,0,Black,same race,Struck by the state
246,Black,0,Black,same race,Struck by the state
246,White,0,Black,different race,Struck by the state
251,White,0,Black,different race,Struck by the state
251,Black,0,Black,same race,Struck by the state
251,White,0,Black,different race,Struck by the state
251,Black,0,Black,same race,Struck by the state
251,Black,0,Black,same race,Struck by the state
251,White,0,Black,different race,Struck by the state
251,Black,0,Black,same race,Struck by the state
251,White,0,Black,different race,Struck by the state
251,White,0,Black,different race,Struck by the state
251,Black,0,Black,same race,Struck by the state
255,White,0,Black,different race,Struck by the state
255,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
246,White,1,Black,different race,Struck by the defense
246,White,1,Black,different race,Struck by the defense
246,White,1,Black,different race,Struck by the defense
246,Black,0,Black,same race,Struck by the state
246,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
255,Black,0,Black,same race,Struck by the state
255,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
255,White,1,Black,different race,Struck by the defense
255,Black,0,Black,same race,Struck by the state
255,Black,0,Black,same race,Struck by the state
255,Black,0,Black,same race,Struck by the state
246,Black,1,Black,same race,Juror chosen to serve on jury
246,White,0,Black,different race,Struck by the state
246,White,1,Black,different race,Struck by the defense
259,Black,0,White,different race,Struck by the state
259,White,0,White,same race,Struck by the state
259,White,0,White,same race,Struck by the state
259,White,0,White,same race,Struck by the state
259,Black,0,White,different race,Struck by the state
259,Black,0,White,different race,Struck by the state
259,White,1,White,same race,Struck by the defense
246,White,1,Black,different race,Struck by the defense
246,White,1,Black,different race,Struck by the defense
246,Black,0,Black,same race,Struck by the state
268,White,1,Black,different race,Juror chosen to serve on jury
268,Black,1,Black,same race,Juror chosen as alternate
268,Black,0,Black,same race,Struck by the state
268,Black,0,Black,same race,Struck by the state
272,Black,1,Black,same race,Juror chosen to serve on jury
272,Black,0,Black,same race,Struck by the state
272,Black,0,Black,same race,Struck by the state
272,Black,1,Black,same race,Juror chosen to serve on jury
272,Black,0,Black,same race,Struck by the state
272,Black,0,Black,same race,Struck by the state
277,Black,1,Unknown,different race,Juror chosen to serve on jury
277,Black,1,Unknown,different race,Juror chosen to serve on jury
277,Black,1,Unknown,different race,Struck by the defense
