LIMIT_BAL,sex,education,MARRIAGE,age,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
2,female,high school,1,38,-1,-1,0,0,0,-1,0.1118,1.2776,1.1417,1.6449,0.6989,0.2021,1.2783,0.1,0.6782,0.067,0.2021,0,0
3,female,high school,2,50,-1,-1,-2,-2,-2,-2,0.0665,0,0,0,0,0,0,0,0,0,0,0,1
45,male,higher ed,1,41,-1,-1,-2,-2,-2,-2,0.056,0,0,0,0,0,0,0,0,0,0,0.2274,0
7,female,higher ed,1,38,0,0,0,2,2,2,6.4839,6.5184,6.9361,6.9836,7.1179,6.9484,0.24,0.57,0.26,0.3,0,0.28,1
16,female,higher ed,1,38,-1,0,0,0,0,0,6.1934,6.5918,6.7214,7.1604,7.55,8.3933,0.5,0.3,0.6,0.6,1,0.5,0
14,female,higher ed,1,30,-1,-1,-1,-1,-1,-1,0.229,0.229,0.2292,0.3365,0.1567,0.1707,0.229,0.2292,0.3365,0.1567,0.1707,0.1707,0
13,female,higher ed,2,26,0,0,0,0,0,0,0.7852,0.8871,0.9883,1.0079,1.0289,1.0495,0.1152,0.1164,0.036,0.0372,0.0376,0.054,1
7,female,higher ed,2,42,2,2,2,2,2,2,4.4689,4.5669,4.6621,4.5573,4.8678,4.7744,0.2,0.2,0,0.4,0,0.2,1
1,male,high school,2,34,0,0,0,0,0,0,0.7165,0.8647,0.9247,0.9431,0.8843,0.9075,0.2,0.1141,0.0325,0.0331,0.0389,0.1,0
3,female,higher ed,2,54,0,0,2,0,0,2,2.923,3.0786,2.7167,2.744,3.0117,2.9523,0.35,0,0.3,0.6,0,0.0781,0
2,male,higher ed,2,42,0,0,0,-2,-2,-1,1.561,1.825,0,0,0,0.1,0.3,0,0,0,0.1,0.8024,0
36,female,higher ed,2,44,-1,-1,-1,-1,-1,-1,1.0311,0.2758,0.1397,0.0298,0.795,6.0097,0.2758,0.1397,0.0298,0.795,6.0097,0.12,0
5,male,high school,2,29,2,2,3,3,3,3,0.105,0.105,0.105,0.105,0.105,0.105,0,0,0,0,0,0,1
2,male,higher ed,2,24,1,2,0,0,0,2,1.6981,1.6424,1.7242,1.8448,1.9495,2.0026,0,0.14,0.15,0.15,0.1,0,1
11,male,higher ed,2,29,-1,-1,-1,-1,-1,-1,1.0839,0.2995,0.2419,0.4219,0.9704,0.6952,0.2995,0.2419,0.4219,0.9704,0.6952,0.5038,0
15,female,higher ed,2,40,-2,-2,-2,-2,-2,-2,-0.0003,0.0371,0,0,0.0222,0,0.0374,0,0,0.0222,0,0.0401,0
14,female,higher ed,1,30,0,0,0,0,0,0,2.1593,1.7636,1.78,1.4869,1.2895,1.2833,0.2,0.2,0.2,0.1,0.1,0.06,0
7,female,high school,1,47,0,0,0,0,0,0,7.0798,6.9923,6.6375,6.3639,6.4973,6.6391,0.25,0.235,0.23,0.236,0.25,0.23,1
8,male,high school,2,28,1,2,0,0,0,0,8.7377,8.4962,6.8301,3.2106,3.2776,3.1832,0.0062,0.2145,0.13,0.131,0.15,0.1215,0
8,male,higher ed,2,32,-1,0,0,0,-1,-1,1.4939,1.4457,0.2312,0.1156,0.1156,0.1469,0.1,0.2,0,0.1156,0.1469,0,0
5,male,higher ed,2,24,1,2,0,0,0,0,5.1116,4.9042,5.4439,0.9753,0.9952,0.9352,0,0.2327,0.1072,0.0199,0.9,0.0298,0
10,male,higher ed,2,27,0,0,0,0,0,0,1.4712,1.9142,3.7882,4.0882,4.5683,0.5765,0.5,2,0.3,0.5,0.2,0.2,0
13,female,higher ed,2,35,0,0,0,-2,-2,-2,0.1923,0.1995,0,0,0,0,0.1,0,0,0,0,0,0
40,male,higher ed,2,32,0,0,0,0,0,0,7.1991,8.0225,4.1429,2.5858,1.0219,1.5967,1.0242,1.0268,0.3,0.4,0.607,0.2007,0
50,male,higher ed,2,41,-1,-1,-1,0,0,-1,0.0326,0.0628,0.629,1.1604,2.4679,0.8642,0.0628,0.629,0.6,1.4,0.8642,0.0326,1
45,male,higher ed,2,26,0,0,0,-1,-1,-1,2.0571,3.7283,4.3482,0.5626,7.3516,1.1854,2,2.0006,0.5676,7.4306,1.1889,1.3347,0
8,female,higher ed,2,26,0,0,0,0,0,0,1.9891,2.065,2.1002,1.9478,1.7882,0.512,0.1576,0.1424,0.0576,0.1,0.0102,0.03,0
50,male,higher ed,1,45,-1,-1,-1,-1,-1,-1,1.0147,0.7358,1.1727,1.085,0.9061,1.3017,0.7395,1.1807,1.0904,0.9106,1.3081,0.7063,0
21,female,higher ed,2,32,-2,-2,-2,-2,-1,0,0.14,0.28,0.14,0.14,2.71,2.5644,0.28,0.14,0,2.71,0.1543,7.5,0
44,female,higher ed,2,28,0,0,0,0,0,0,6.7594,6.4042,6.2021,5.9545,4.8225,4.0049,0.3,0.3,0.5,0.3,0.3,0.3,0
28,male,higher ed,2,27,0,0,0,0,0,-1,3.9664,2.8033,2.7292,1.6567,0.7021,1.0171,0.9022,1.0006,0.6,0.1,1.02,0.79,0
1,male,higher ed,1,50,2,2,7,7,7,7,0.24,0.24,0.24,0.24,0.24,0.24,0,0,0,0,0,0,1
21,female,higher ed,1,36,0,0,0,0,0,0,12.4011,11.997,6.8742,6.5557,6.5287,6.4428,0.5011,0.3,0.3,0.3,0.3,0.25,0
10,male,higher ed,2,26,0,0,0,2,0,0,9.6644,9.9119,9.7195,6.9299,6.803,6.3601,0.5,0.59,0,0.25,0.25,0.26,0
21,female,higher ed,2,33,0,0,-2,-2,-2,-2,0.6309,0,0,0,0,0,0,0,0,0,0,0,1
50,female,higher ed,1,37,-1,-1,-1,-1,0,0,0.0993,0.1413,1.4123,15.9738,15.84,16.0588,0.1413,1.4123,15.9738,0.4285,0.5001,0.4294,0
15,male,higher ed,1,39,0,0,0,0,0,0,6.5627,6.4803,6.2844,6.1785,6.1136,5.7287,0.2982,0.2803,0.2019,0.206,0.2098,0.2024,0
39,female,higher ed,1,40,1,-1,0,0,0,0,3.0245,22.7123,21.1996,21.01,20.6462,20.3201,23.6533,3.8142,1.5152,3.8097,2.308,1.5055,0
10,female,higher ed,1,26,2,0,0,0,0,0,9.7361,9.6265,4.938,2.9152,2.8832,2.9949,0.4732,0.15,0.15,0.15,0.15,0.1964,1
30,male,higher ed,1,45,-1,-1,-1,-1,-1,-1,0.5045,0.0688,0.6431,0.3645,0.2041,0.18,0.0688,0.6495,0.3681,0.2448,0.191,0.036,0
8,male,higher ed,1,46,0,0,0,0,0,0,7.9656,8.0382,6.1813,3.0457,3.0477,3.0506,0.3211,0.28,0.12,0.13,0.17,0.17,0
5,male,higher ed,2,22,1,2,0,0,0,0,5.0781,4.5429,2.8927,1.9896,1.9475,1.9168,0.0041,0.1617,0.0816,0.1003,0.1004,0.0912,0
20,female,higher ed,2,34,0,0,0,0,0,0,3.0833,3.4322,3.6725,3.6749,4.0138,4.2459,0.4,0.3,0.3,0.4,0.3,0.3,0
38,female,higher ed,1,42,-1,-1,-1,-1,-2,-2,0.7079,1.0387,0.2956,0.0316,0.0316,0.0312,1.0437,0.2982,0.0316,0.0316,0.0312,0.1323,0
9,female,high school,2,25,0,0,0,0,0,0,7.4818,5.7334,4.9899,3.7251,3.3061,3.0869,0.24,0.1502,0.2006,0.15,0.15,0.15,0
5,male,higher ed,2,27,2,2,2,2,2,2,0.6291,0.6045,0.7487,0.7218,0.78,0.7526,0,0.155,0,0.07,0,0.08,1
3,female,high school,2,51,-1,-1,-1,-1,-1,-2,0.077,-0.001,0.039,0.3797,0,0,0,0.04,0.3797,0,0,0,0
30,male,higher ed,1,44,0,0,0,0,0,0,2.1507,1.8505,1.7036,1.2863,0.9597,0.2304,0.1379,0.1008,0.027,0.0206,0.0329,1.9769,0
2,male,high school,1,57,-1,-1,-1,-1,0,0,0.039,0.039,0.039,2.1515,0.2942,0,0.039,0.039,1.0728,0.0059,0,0,1
5,female,higher ed,1,47,-1,-1,-1,-1,-1,-1,0.039,0.039,0.039,0.2728,0,0.078,0.039,0.039,0.2728,0,0.078,0,0
5,male,higher ed,2,28,0,0,-1,-1,-1,-1,1.8771,1.0655,0.1659,0.6524,2.9949,0.3268,1,0.1659,0.6546,2.9949,0.3268,0.0399,0
7,female,higher ed,3,42,0,0,0,0,-1,-1,6.9486,6.865,6.5458,1.9087,1.022,1.1913,0.3,0.1604,0.1,1.022,1.1913,1,0
23,female,higher ed,1,34,0,0,0,0,0,0,12.4824,10.2327,10.3506,10.0554,10.3929,10.778,1.0001,0.5,0.45,0.5,0.65,0.43,0
29,female,higher ed,1,37,0,0,0,0,0,0,27.7449,27.108,28.051,19.8869,22.2558,13.4187,5.2,4.0504,2,3.0003,1.5004,0.4012,0
24,male,higher ed,1,49,-1,-1,-2,-1,-1,-2,0.0511,-0.0005,-0.0005,0.0561,0,0,0,0,0.0566,0,0,0.0517,0
33,male,higher ed,2,32,-1,2,2,-1,-1,-1,0.2145,0.0636,0,0.4009,0,0.2307,0,0,0.4009,0,0.2307,0,0
30,male,higher ed,1,38,0,0,0,0,0,-1,8.7118,5.6182,6.0039,5.2009,3.2862,0.373,0.1691,1.0043,0.1065,0.0164,0.3748,0.1132,0
16,female,higher ed,1,40,-1,-1,-1,-1,0,-1,0.0326,0.0326,0.0326,0.0652,0.0326,0.0476,0.0326,0.0326,0.0652,0,0.0476,0.0326,1
36,male,higher ed,1,36,0,0,0,0,0,0,2.8291,3.1055,3.3788,3.6491,4.1179,4.5823,0.3,0.3,0.3,0.5,0.5,0.5,0
6,female,higher ed,3,49,0,0,2,2,0,0,5.9902,6.1336,6.1792,5.7619,1.2996,0.2054,0.34,0.45,0.0017,0.05,0.15,0.1,1
20,male,higher ed,2,42,0,0,0,0,0,2,16.334,16.8701,17.2074,17.3907,18.4067,18.0612,0.8,0.8,0.65,1.35,0,0.7,0
22,female,higher ed,2,50,0,0,0,0,-2,-2,21.6194,22.222,22.5648,-0.0002,-0.0002,-0.0002,1.1,1.005,0.0002,0,0,0,0
50,female,higher ed,1,42,0,0,0,0,0,0,43.1195,44.0304,34.1673,7.6519,7.7223,7.6684,1.7624,1.4783,0.3,0.3,0.2853,0.2385,0
1,male,higher ed,2,38,0,0,0,0,0,0,0.7955,0.7976,0.8985,0.9164,0.9356,0.9593,0.114,0.1149,0.0328,0.034,0.0393,0.0192,1
2,female,higher ed,3,47,1,2,2,0,0,0,1.7624,1.8342,1.775,1.8102,1.8485,1.9175,0.13,0,0.0647,0.0674,0.1,0.0582,0
22,female,higher ed,2,27,-1,-1,-1,-1,0,-1,0.1051,0.0735,0.0419,0.147,0.1154,0.0735,0.0735,0.0419,0.147,0,0.0735,0.2205,1
14,male,high school,1,38,2,2,2,2,2,2,11.0674,13.1306,12.7701,13.5551,13.5859,13.4687,2.25,0,1,0.26,0.23,0.53,1
8,female,higher ed,2,27,0,0,0,0,2,2,4.2414,4.377,4.4455,4.7825,4.822,4.8884,0.2039,0.1724,0.4094,0.23,0.16,0,0
7,female,higher ed,2,24,0,0,0,0,0,0,6.9023,7.0601,7.0426,6.9013,5.8329,5.1271,0.36,0.25,0.21,0.2128,0.3,0,0
39,female,higher ed,1,32,-2,-1,-1,-1,-1,0,0.1714,5.2856,1.1914,1.4503,1.3407,5.283,5.3367,1.1978,1.4572,1.3418,4.2121,0.0709,0
1,male,higher ed,1,47,0,0,0,0,0,-1,0.8884,0.8689,0.9449,0.6376,0.653,0.1506,0.1159,0.3001,0.035,0.3002,0.1606,0.6276,0
29,male,higher ed,2,36,0,0,-1,-1,0,-1,2.2681,2.598,1.0409,11.8253,11.1765,1.3294,2.0246,1.046,11.8299,0.2794,1.3358,1.4705,0
28,male,high school,1,47,-1,-1,-2,-2,-1,-1,0.2479,0.3554,0.4746,0.2377,0.239,0.3504,0.3564,0.4792,0.2384,0.2393,0.3524,0.2851,0
25,female,higher ed,1,29,0,0,0,0,0,0,18.0056,17.9349,3.0349,2.9568,3.0188,3.0786,0.4077,0.15,0.1917,0.1097,0.1101,0.1139,0
8,female,higher ed,1,45,3,2,2,0,0,0,3.4282,3.5006,3.4144,3.482,3.5553,3.6258,0.1567,0,0.1243,0.1291,0.1297,0.15,1
50,female,higher ed,1,37,0,0,0,0,0,0,20.7205,20.8827,20.3696,20.1655,20.2938,20.2136,0.9755,0.7414,0.694,0.7299,0.8021,1.9384,0
5,male,higher ed,2,26,0,0,0,0,0,0,4.7974,4.8527,4.9381,0.9999,0.8793,0.9138,0.25,0.2,0.0324,0.1,0.1,0.05,0
2,male,high school,2,23,-1,-1,-1,0,0,0,0.1706,0.6354,0.6849,0.4113,0.391,0.2547,0.6394,0.6849,0.0082,0.0078,0.0051,1.6522,0
5,female,higher ed,2,23,0,0,-1,-1,2,0,1.6621,0.8044,0.0917,1.8353,3.5836,1.832,0.1037,0.0917,1.8436,0,0.0699,0.058,1
16,female,higher ed,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,male,higher ed,2,24,2,2,4,4,4,4,0.165,0.165,0.165,0.165,0.165,0.165,0,0,0,0,0,0,1
8,female,high school,1,25,-1,-1,2,-1,-1,-1,0.055,0.1606,0.1422,0.2685,0.1395,0.2896,0.1606,0.0004,0.2693,0.1395,0.2906,0,0
29,female,higher ed,1,27,0,0,0,0,-1,0,28.4298,28.197,27.6346,0,28.1225,28.8652,1.4013,1.6346,0,28.1225,1.1787,1.202,0
2,male,high school,1,25,0,0,0,0,0,0,1.5706,1.6849,1.7285,1.8683,0.9121,1.4374,0.17,0.111,0.15,0.05,0.03,0.015,0
3,female,higher ed,1,37,0,0,0,2,2,2,2.6168,2.7442,3.0165,2.9383,3.2739,3.3143,0.2,0.35,0,0.4,0.115,0.1,0
17,male,higher ed,2,32,-1,2,0,0,0,0,6.9013,6.7397,6.9518,7.0616,7.9267,8.414,0,0.38,0.28,1,0.6129,0,0
70,female,higher ed,1,36,0,0,0,0,0,0,45.0827,38.9039,32.8316,32.5968,27.1596,28.6805,1.3,1.1939,1.0312,2.0004,2,2,0
5,male,high school,3,58,0,0,0,0,0,0,4.6199,4.7179,4.7445,1.7945,1.8165,1.8557,0.2023,0.1289,0.0789,0.0659,0.0694,0.0623,0
20,male,higher ed,2,31,1,-2,-1,-1,-1,-1,0,0,5.0307,2.8281,4.2163,0,0,5.0307,2.8281,4.2163,0.504,0.3036,0
2,male,higher ed,1,27,0,0,0,3,2,0,0.6599,0.9315,1.9067,1.8472,1.8037,1.8487,0.3,1,0,0,0.09,0.2,0
6,male,higher ed,1,41,0,0,0,0,0,0,9.5648,5.6259,4.9425,1.6941,1.3349,1.4826,0.5,0.4731,0.2,1,0.3,0.5,0
16,male,high school,1,42,1,-1,-1,-2,-1,0,0,0.1564,-0.0436,-0.0436,0.0436,0.0436,0.1564,0,0,0.0872,0,0,0
37,male,higher ed,1,34,-1,-1,-1,-1,0,-1,1.3854,0.3366,0.2671,1.378,2.0652,1.0876,0.3382,0.2684,1.3795,1.0103,1.102,1.0684,0
50,female,high school,2,49,0,0,0,0,0,0,20.7406,20.7479,21.1508,22.366,22.8014,22.394,1.5,1,2.366,2,1.394,2.6542,0
50,female,higher ed,1,40,-2,-2,-2,-2,-1,0,24.0927,1.8676,0.939,-0.3772,28.2777,28.8937,0.1093,0.9429,0.3423,29.1227,0.9011,0.903,0
5,female,higher ed,2,22,-1,0,0,0,0,0,4.5107,3.0617,2.2324,1.8587,2.0316,1.8271,0.2,0.2,0.1,0.2,0.1,0.295,1
14,female,higher ed,1,36,0,0,0,0,0,0,7.2462,7.5297,7.6441,7.8171,7.9757,8.1427,0.4,0.3,0.3,0.3,0.3,0.75,0
21,female,higher ed,1,50,-1,-1,-1,-1,-1,-1,0.039,0.039,0.039,0.039,0.039,0.015,0.039,0.039,0.039,0.039,0.015,0.078,1
30,female,higher ed,1,56,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
6,female,higher ed,2,23,0,0,0,0,0,0,5.5765,5.6619,5.4636,1.8293,1.8107,1.8803,0.26,0.15,0.1,0.1,0.1,0.3,1
8,male,higher ed,1,60,2,2,2,2,2,2,4.8463,4.9484,5.0372,5.1246,5.2279,5.3069,0.21,0.2,0.2,0.2,0.18,0.1,1
5,male,high school,1,48,-1,0,0,0,0,0,5.0899,5.0527,5.0375,4.6952,5.0343,4.8831,0.2,0.2,0.2,0.5001,0.5,0.5021,0
24,female,higher ed,1,44,0,0,0,0,0,0,2.1468,1.5503,1.7812,1.4328,1.111,0.7567,0.3,0.3,0.288,0.0306,0.2,0.2,0
36,female,higher ed,2,27,-1,-1,0,0,0,2,0.1994,0.5305,0.496,0.5228,0.6552,0.3827,0.5317,0.1007,0.2006,0.2562,0.0013,0.2989,0
14,female,higher ed,2,24,0,0,0,0,0,0,2.5118,1.8948,1.6923,1.2103,1.1519,1.1611,0.2,0.2001,0.0401,0.1,0.1,0.1,0
31,male,higher ed,1,37,0,0,0,0,0,0,19.0704,19.4111,14.4855,14.9146,19.8027,20.2293,0.7787,0.6,0.7,7.5593,0.7,0.7,0
2,female,higher ed,2,22,0,0,2,0,0,0,1.4413,1.6474,1.651,1.6566,1.737,1.9905,0.3,0.1,0.1,0.2,0.3,0,0
14,female,higher ed,2,29,0,0,0,0,0,0,4.6605,3.5797,3.6615,2.8354,1.8093,0.6723,0.2281,0.1683,0.0929,0.1,0.0134,0,0
44,male,higher ed,1,62,0,0,0,-1,2,0,1.4721,0.5049,0.0649,0.1108,0.015,0.1075,0.4909,0.0499,0.0959,0,0.0925,0.1392,0
33,male,higher ed,1,34,0,0,0,0,0,0,1.7421,1.8769,1.7413,1.7769,1.8138,1.3788,0.165,0.12,0.051,0.0524,0.0668,0.03,0
6,male,higher ed,2,26,0,0,0,0,0,0,2.986,3.0576,3.1962,3.2444,3.2971,3.3721,0.15,0.19,0.131,0.12,0.13,0.15,0
12,female,higher ed,2,23,0,0,0,0,0,0,3.8842,3.8973,3.7708,0.4293,0.4305,0.5128,0.23,0.12,0.1,0.1,0.0888,6,0
29,female,higher ed,2,34,-1,-1,-1,-1,-1,-1,0.869,-0.0204,0.3268,0.0302,0.3586,0.2345,0,0.36,0.08,0.5228,0.2345,0.9139,0
2,male,higher ed,2,26,1,2,2,2,2,2,1.4437,1.5509,1.5498,1.4952,1.5983,1.5576,0.16,0.0535,0,0.1272,0,0.1463,0
50,female,higher ed,1,64,1,-1,-1,-1,-1,-1,0.0493,0.1086,0.0731,0.0561,0.0618,0.0991,0.1086,0.0731,0.0561,0.0618,0.0991,0.0933,1
2,male,higher ed,2,25,2,2,2,2,2,2,0.015,0.015,0.015,0.115,0.1,0,0,0,0.1,0,0,0,0
15,female,high school,1,46,2,2,2,2,2,0,1.1164,1.1713,1.1759,1.2453,1.2147,1.2254,0.1,0.05,0.085,0,0.04,0.04,1
49,female,higher ed,1,42,-1,-1,-1,0,-1,-1,1.5838,1.1356,2.5409,1.5926,0.8604,0.8941,1.1404,2.5458,0.0086,0.8711,0.5034,0.1345,0
17,male,higher ed,2,24,0,0,0,0,0,0,10.8717,6.9632,5.6537,11.3576,13.8419,10.1452,0.8092,2.0121,10.0071,5.0122,0.6468,27.8311,0
5,female,higher ed,2,27,1,2,2,0,-1,2,0.2238,0.3057,0.1879,0.0889,0.2399,0.1225,0.2,0,0,0.25,0,0.13,1
15,male,higher ed,1,40,0,0,0,0,0,0,10.6396,10.5332,8.2191,7.7262,4.9851,0.6666,0.7041,0.3,0.3116,0.25,0.5,0,0
39,male,higher ed,2,41,-1,-1,-1,-1,-1,-1,0.6782,0.1466,0.3273,0.6965,0.4893,0.7777,0.1466,0.3273,0.6965,0.4893,0.7777,0.7271,0
38,male,higher ed,2,33,0,0,0,0,0,0,7.9099,8.0828,8.2583,8.4687,8.4832,8.4576,0.3,0.31,0.35,0.35,0.32,0.3,0
17,female,higher ed,1,34,1,-2,-1,-1,-2,-2,-0.027,-0.027,9.973,-0.0027,-0.0027,-0.0027,0,10,0,0,0,0,0
17,female,higher ed,1,26,0,0,0,0,0,0,5.5658,4.8292,2.3264,1.2346,2.891,1.3837,0.5,0.1,0.0375,1.8785,0.0757,0.0259,0
39,male,higher ed,1,36,1,-1,-1,-1,-1,-1,0,0.025,0.0079,0.0079,0.029,0.0106,0.025,0.0079,0,0.029,0.0106,0.0066,1
3,female,higher ed,2,28,2,2,2,2,2,2,2.0218,1.9607,2.1778,2.2124,2.2622,2.3002,0,0.25,0.1,0.1,0.09,0.09,0
30,female,higher ed,1,48,-1,-1,-1,-2,-1,-1,0.044,0.0452,0,0,0.3427,0.1098,0.0452,0,0,0.3427,0.1098,0,0
18,female,higher ed,2,25,-1,-1,-1,0,0,-1,2.389,0.2181,2.1073,1.2159,0.8418,0.6896,0.2181,2.11,0,0,0.6896,0,0
36,female,higher ed,1,27,0,0,0,0,0,0,24.1584,24.9687,25.0227,12.3146,10.1486,9.37,12.49,0.685,0.4129,0.5,0.279,0.2,0
23,female,higher ed,1,42,0,0,0,0,2,0,0.5838,0.6369,0.679,0.8171,0.7396,0.7757,0.13,0.12,0.2,0,0.1,0.2,0
3,male,high school,2,28,1,2,2,2,0,0,2.5554,2.8031,2.8345,2.7591,2.8218,2.988,0.3204,0.1068,0,0.1068,0.2136,0.06,1
40,female,higher ed,1,45,-1,-1,-1,-1,-1,-1,0.9083,1.2641,1.5377,1.4757,4.4843,0.6622,1.2658,1.5384,1.4757,4.4843,0.6622,0.6309,0
2,male,higher ed,2,47,2,0,0,0,0,0,1.9401,1.967,1.9839,2.0236,1.9807,1.9843,0.1331,0.2,0.0688,0.1,0.15,0.07,1
10,female,higher ed,2,26,-1,-1,-1,-1,-1,-1,0.1508,0.6186,0.2208,0.1823,0.1516,0.3378,0.6186,0.2208,0.1823,0.1516,0.3378,0.3431,0
34,male,higher ed,1,43,1,-2,-2,-2,-2,-2,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,0,0,1
3,female,higher ed,2,22,0,0,0,0,0,0,2.7849,2.9094,2.9352,2.9766,1.9933,1.0921,0.2,0.12,0.0614,0.052,0.0335,0,0
44,male,high school,1,38,2,-1,2,-1,-1,-1,0.0775,0.155,0.0775,0.0775,0.0925,0.0775,0.1551,0.0001,0.0776,0.0926,0.0776,0.0776,1
10,male,higher ed,1,46,2,-1,-1,-1,-1,-1,0.039,0.039,0.037,-0.002,0.078,0,0.039,0.037,0,0.08,0,0,0
3,female,high school,2,28,0,0,0,0,-1,-1,2.5354,2.4826,2.5412,2.1658,0.098,0.0055,0.165,0.12,0.1,0.1,0.0055,0,0
2,male,higher ed,2,43,1,2,0,0,0,0,2.0251,1.9637,1.9539,2.008,1.8855,2.013,0,0.2,0.0841,0.0696,0.16,0,1
20,male,higher ed,1,40,1,2,2,0,-1,0,30.3719,26.8163,22.872,23.4177,20.149,19.0721,0.5133,0,0.5857,20.2076,0.6726,0.5346,0
18,male,higher ed,2,34,0,0,0,0,0,0,16.7604,16.2774,14.8961,7.8024,7.2989,7.5454,0.6949,0.6502,0.3022,0.3,0.3022,0.2,0
5,female,higher ed,2,34,-2,-1,-1,0,0,-2,2.3264,1.3573,1.3876,1.3789,0.0725,0,1.3573,1.3876,0.0276,0.0725,0,0,0
21,female,higher ed,2,27,0,0,0,0,0,0,11.5583,13.002,13.3963,11.5989,10.1628,10.4809,2.5,1.5103,0.5,0.4,0.5,0.5,0
21,female,higher ed,2,24,0,0,0,0,0,0,9.4681,9.692,9.8562,10.0329,10.3697,9.1408,0.3766,0.3507,0.3334,0.4723,0.3418,0.2682,0
22,female,higher ed,1,36,0,0,2,0,0,0,19.0691,20.6,19.493,13.0938,13.4664,14.0238,2,0,0.5,0.6,0.8,0.5,0
24,male,higher ed,1,36,2,0,0,0,0,2,18.336,18.7637,19.1846,19.4485,20.6747,20.3388,0.86,0.87,0.72,1.55,0,0.8,0
20,male,higher ed,2,33,0,0,0,0,0,0,0.6195,0.2645,0.3416,0.3916,0.4248,0.5068,0.13,0.1,0.05,0.05,0.1,0.1,1
2,male,higher ed,2,46,0,0,0,-2,-2,-2,1.9401,2.065,0,0,0,0,0.165,0,0,0,0,0,1
18,female,higher ed,1,33,-1,-1,2,-1,-1,2,1.3999,1.7829,0.6608,1.7087,1.7993,0.8662,0.4176,0.0065,1.7087,0.2013,0.0023,3.2852,0
9,female,higher ed,2,26,2,0,0,0,0,0,8.9526,8.9149,8.5301,6.5463,6.5923,6.7269,0.34,0.3325,0.23,0.24,0.24,0.24,1
13,male,high school,1,56,-1,-1,-1,0,-1,-1,0.0582,0,0.0582,0.0291,0.0441,0.0441,0,0.0582,0,0.0441,0.0441,0.0291,1
10,male,higher ed,1,51,2,2,2,2,2,2,8.7603,9.3461,9.5022,9.5972,9.8283,9.7819,0.82,0.4,0.34,0.4,0.16,0.2,1
45,female,higher ed,2,54,1,-2,-2,-1,-1,-1,-0.0237,-0.24,-0.24,0.399,3.005,0.9993,0,0,0.639,3.005,0.9993,0,0
21,male,higher ed,1,42,0,0,0,0,0,0,8.8498,16.8938,7.9989,6.98,5.4256,4.8256,0.3555,0.2253,0.1404,0.1085,0.1652,0.5595,0
38,female,higher ed,2,28,0,0,0,0,0,0,12.388,10.5184,6.9221,4.6858,3.306,2.7047,0.705,0.6018,0.3,0.4,0.4,25.04,0
2,female,higher ed,1,39,0,0,2,2,2,-1,2.0246,3.635,1.891,3.35,-1.5306,2,0.3,0.3,0.029,0.5,3.5306,0,0
5,female,higher ed,2,27,0,0,0,0,0,2,5.1076,5.0816,4.7977,3.4783,2.057,2.0047,0.2223,0.1572,0.17,0.1739,0,0.0225,0
5,female,higher ed,2,24,-1,-1,-1,-1,-1,-1,0.1354,0.105,-0.0001,0.7999,-0.0066,0.6784,0.1054,0,0.8,0,0.685,1.1,1
16,male,high school,2,42,0,0,2,2,2,2,4.3753,4.6869,4.5856,4.8818,4.964,4.8737,0.41,0,0.4,0.17,0,0.2,0
45,female,higher ed,1,27,1,-1,-1,-1,-1,-1,-0.0004,0.0969,0.2226,0.1878,-0.0025,0.5029,0.0973,0.2243,0.2236,0,0.5054,0.0392,0
3,male,high school,1,47,2,2,2,2,2,2,1.915,1.9149,2.3888,2.4337,2.3725,0,0.06,0.5229,0.1,0,0,0,0
31,female,high school,1,31,0,0,0,0,0,0,21.419,17.8194,14.0681,10.4855,7.7242,7.4165,0.9,0.6005,0.5017,0.3,0.4,0.3,0
5,male,high school,2,26,2,0,0,2,2,2,4.1827,4.265,4.593,4.4891,4.7654,4.8721,0.18,0.4,0,0.35,0.2,0,1
16,male,high school,2,35,0,0,0,0,0,0,3.8486,3.9217,4.0537,4.103,4.1891,4.3196,0.1652,0.1972,0.1465,0.1519,0.2,0.1592,0
17,male,higher ed,2,31,-1,-1,-1,-1,0,-1,0.0959,0.1898,0.085,0.639,0.1958,0.1346,0.1911,0.085,0.639,0.0005,0.1358,0.0202,0
23,female,higher ed,2,28,0,-1,0,0,-1,0,1.5714,1.3171,2.4589,3.1111,6.0562,0.9968,1.3171,2.0015,1.1,6.0562,0.8,0.6059,0
2,male,high school,2,25,0,0,-1,-1,-1,-1,0.3556,0.3271,0.0798,0.0798,0.0798,0.0408,0.1481,0.0798,0.0798,0.0798,0.0408,0.1188,0
5,female,higher ed,2,22,-2,-2,-2,-2,-1,0,6.4498,5.8261,0.0401,4.3091,2.9842,3.0601,0.0349,0.0595,5.4061,3.2384,0.1234,0.15,0
