,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18980,38, Local-gov,188612, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
18981,19, Private,445728, HS,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
18982,19, Private,318002, HS,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
18983,24, Private,235722, HS,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
18984,67, Private,212705, Higher ed,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,1
18985,49, Private,411273, HS,6, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,0
18986,35, Private,103986, Higher ed,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
18987,44, Private,203761, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
18988,22, Private,116800, Higher ed,12, Never-married, Protective-serv, Own-child, White, Male,0,0,60, United-States,0
18989,21, State-gov,99199, Higher ed,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,10, United-States,0
18990,50, Private,162327, Higher ed,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0
18991,44, Local-gov,100479, Higher ed,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,0
18992,36, Local-gov,32587, Higher ed,10, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
18993,52, Private,108914, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
18994,35, Self-emp-not-inc,61343, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,90, United-States,0
18995,48, Local-gov,81154, Higher ed,11, Never-married, Protective-serv, Unmarried, White, Male,0,0,48, United-States,0
18996,23, Private,162945, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,2377,40, United-States,0
18997,37, Private,225504, Higher ed,14, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0
18998,44, Self-emp-inc,191712, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,55, United-States,1
18999,44, Private,176063, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
19000,36, Private,198587, Higher ed,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
19001,26, State-gov,34965, Higher ed,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States,0
19002,31, Self-emp-inc,467108, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1
19003,29, Private,204984, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
19004,53, Private,217568, HS,9, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,0
19005,52, Private,48343, Higher ed,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
19006,55, Private,193130, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,40, United-States,1
19007,31, Private,253354, HS,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
19008,55, Private,191367, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
19009,48, Private,148995, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1
19010,20, Private,123901, HS,9, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States,0
19011,50, Local-gov,117496, HS,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,30, United-States,1
19012,45, Self-emp-inc,32356, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States,0
19013,38, Private,218729, HS,9, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States,0
19014,43, Private,52498, HS,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,1
19015,22, Private,136767, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0
19016,63, Private,219540, HS,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
19017,36, Private,114059, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
19018,56, Private,247337, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
19019,43, State-gov,310969, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,0
19020,41, Private,171546, Higher ed,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,1
19021,41, Private,217455, HS,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
19022,36, Private,410489, Higher ed,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
19023,59, Private,146391, Higher ed,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
19024,46, Local-gov,165484, Higher ed,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States,1
19025,23, Private,184271, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States,0
19026,46, Self-emp-not-inc,231347, Higher ed,10, Separated, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,0
19027,53, Private,95469, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, United-States,1
19028,46, Federal-gov,46537, Higher ed,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
19029,47, Private,205730, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States,1
19030,29, Private,383745, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,30, United-States,1
19031,32, Private,328199, Higher ed,11, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
19032,90, Private,84553, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
19033,23, Private,123983, Higher ed,11, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
19034,23, Private,167868, Higher ed,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
19035,81, Self-emp-inc,247232, HS,6, Married-civ-spouse, Exec-managerial, Wife, White, Female,2936,0,28, United-States,0
19036,17, Private,143791, HS,6, Never-married, Other-service, Own-child, Black, Female,0,0,12, United-States,0
19037,56, Private,177271, Higher ed,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
19038,58, Federal-gov,129786, HS,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19039,45, Private,31339, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,1
19040,25, Private,236267, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
19041,32, Private,208180, Higher ed,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States,1
19042,25, Private,292058, HS,9, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States,0
19043,29, Federal-gov,142712, Higher ed,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
19044,23, Private,119665, HS,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States,0
19045,41, Private,116825, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1
19046,48, State-gov,201177, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,1
19047,29, Private,118337, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
19048,55, Private,289257, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19049,45, Private,140581, Higher ed,10, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
19050,22, Private,316509, HS,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
19051,80, Local-gov,20101, HS,9, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, United-States,0
19052,30, Private,187279, HS,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States,0
19053,20, Private,259496, Higher ed,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
19054,29, Self-emp-not-inc,181466, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0
19055,56, Private,178202, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
19056,63, Private,188976, Higher ed,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
19057,20, Private,203027, HS,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
19058,38, State-gov,142022, HS,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,0
19059,31, Private,119033, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19060,21, Private,216181, Higher ed,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,0
19061,47, Private,178341, HS,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States,1
19062,31, Private,198953, Higher ed,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States,0
19063,28, Private,173110, HS,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
19064,38, Private,66326, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States,0
19065,30, Local-gov,181091, Higher ed,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
19066,39, Self-emp-inc,135500, HS,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States,1
19067,26, Private,86483, Higher ed,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
19068,47, Private,167787, HS,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
19069,27, Self-emp-not-inc,208577, HS,9, Never-married, Craft-repair, Not-in-family, White, Male,0,2258,50, United-States,0
19070,43, Private,216697, Higher ed,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,32, United-States,0
19071,32, Local-gov,118457, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,0
19072,21, Local-gov,212780, HS,8, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,20, United-States,0
19073,32, Private,159187, Higher ed,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
19074,37, Private,237995, Higher ed,11, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,48, United-States,0
19075,37, Self-emp-inc,183800, Higher ed,12, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States,1
19076,24, Private,161198, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States,0
19077,23, Private,214542, Higher ed,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
19078,40, Private,203761, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
19079,38, Private,161141, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,1
19080,71, Private,180117, HS,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
19081,51, Private,317396, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
19082,52, Self-emp-not-inc,237868, Higher ed,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,5, United-States,0
19083,30, Private,323069, Higher ed,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
19084,34, Private,181091, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,1
19085,38, Private,309122, HS,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
19086,43, Federal-gov,105936, Higher ed,11, Never-married, Prof-specialty, Not-in-family, White, Female,13550,0,40, United-States,1
19087,43, Private,40024, HS,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,42, United-States,0
19088,36, Federal-gov,192443, Higher ed,10, Never-married, Exec-managerial, Not-in-family, Black, Male,13550,0,40, United-States,1
19089,24, State-gov,184216, Higher ed,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
19090,55, Private,205422, HS,6, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States,0
19091,51, Private,22211, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States,1
19092,43, Local-gov,196308, HS,9, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
19093,28, Private,389713, HS,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
19094,54, Private,82566, Higher ed,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
19095,47, Private,199058, Higher ed,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
19096,47, Private,160440, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
19097,47, Private,76034, Higher ed,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,57, United-States,1
19098,38, Private,188503, Higher ed,10, Never-married, Adm-clerical, Unmarried, White, Female,6497,0,35, United-States,0
19099,60, Self-emp-not-inc,92845, HS,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
19100,19, Private,29083, HS,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States,0
19101,22, Private,234474, Higher ed,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States,0
19102,55, Local-gov,107308, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
19103,44, Private,111891, Higher ed,10, Separated, Sales, Other-relative, Black, Female,0,0,35, United-States,0
19104,44, Local-gov,193425, Higher ed,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,4386,0,40, United-States,1
19105,28, Federal-gov,188278, Higher ed,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States,0
19106,30, Local-gov,303485, Higher ed,10, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States,0
19107,39, Local-gov,67187, HS,9, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
19108,43, State-gov,114508, HS,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
19109,24, Private,204172, Higher ed,13, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States,0
19110,27, Local-gov,162973, Higher ed,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,0
19111,41, Local-gov,89172, Higher ed,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,1
19112,28, Private,163320, HS,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
19113,61, Private,128230, HS,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,0
19114,27, Private,246440, HS,7, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,0
19115,49, Private,50567, Higher ed,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States,0
19116,20, Private,117476, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19117,41, Private,315834, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1876,40, United-States,0
19118,28, Local-gov,214881, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19119,36, Private,195516, HS,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
19120,44, Self-emp-not-inc,218653, Higher ed,13, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
19121,51, Private,87205, Higher ed,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,20, United-States,1
19122,40, Private,164647, Higher ed,10, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,38, United-States,0
19123,19, Private,129151, HS,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
19124,54, Private,319697, Higher ed,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
19125,55, Self-emp-not-inc,193374, HS,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
19126,57, Private,167864, Higher ed,11, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
19127,51, Private,102904, HS,9, Divorced, Sales, Unmarried, White, Female,0,0,43, United-States,0
19128,44, Private,216907, HS,9, Divorced, Other-service, Not-in-family, White, Male,0,0,37, United-States,0
19129,35, Local-gov,331395, Higher ed,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States,0
19130,40, Private,171424, HS,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
19131,46, Private,35406, HS,4, Separated, Other-service, Not-in-family, White, Female,0,0,32, United-States,0
19132,25, Private,238964, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,1
19133,33, Private,213002, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1408,36, United-States,0
19134,22, Private,340543, HS,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
19135,18, Self-emp-not-inc,87169, HS,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
19136,43, Private,253759, HS,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States,0
19137,46, Private,194431, HS,9, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States,0
19138,63, Private,137843, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,48, United-States,1
19139,59, Private,182460, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
19140,40, Local-gov,26929, Higher ed,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
19141,23, Private,399022, HS,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,0
19142,36, Private,218490, Higher ed,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
19143,48, Private,164423, HS,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,0
19144,43, Private,124436, Higher ed,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
19145,18, Private,60981, HS,6, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
19146,17, Private,70868, HS,7, Never-married, Craft-repair, Own-child, White, Male,0,0,16, United-States,0
19147,53, Private,228500, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
19148,36, State-gov,76767, Higher ed,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States,0
19149,20, Private,218178, HS,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
19150,22, Private,615367, Higher ed,13, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States,0
19151,34, Private,150324, Higher ed,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
19152,39, Private,51264, HS,7, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States,0
19153,57, Private,197642, Higher ed,10, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
19154,30, Private,229895, HS,6, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0
19155,37, Private,167415, Higher ed,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
19156,51, Private,166934, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
19157,38, Private,305597, HS,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
19158,34, Private,301591, HS,9, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States,0
19159,28, Self-emp-not-inc,51461, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
19160,25, Private,176836, Higher ed,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,0
19161,50, Private,204447, Higher ed,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States,1
19162,50, Private,33304, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
19163,43, Private,174051, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0
19164,27, Private,38918, HS,9, Never-married, Transport-moving, Not-in-family, White, Male,0,1876,75, United-States,0
19165,32, Private,170017, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
19166,44, Private,98466, HS,6, Never-married, Farming-fishing, Unmarried, White, Male,0,0,35, United-States,0
19167,19, Private,188864, HS,9, Never-married, Sales, Unmarried, Black, Female,0,0,20, United-States,0
19168,53, Self-emp-inc,137815, Higher ed,10, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1
19169,21, Private,43475, HS,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
19170,26, Private,557236, HS,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
19171,68, Private,32779, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,419,12, United-States,0
19172,31, Private,161765, Higher ed,10, Married-civ-spouse, Sales, Husband, White, Male,0,2051,57, United-States,0
19173,32, Private,207668, Higher ed,13, Never-married, Exec-managerial, Other-relative, White, Male,0,2444,50, United-States,1
19174,33, Private,171215, Higher ed,14, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
19175,24, Private,183751, HS,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,0
19176,30, Private,149507, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States,0
19177,49, Private,98092, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
19178,18, Private,123714, HS,7, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0
19179,30, State-gov,190385, Higher ed,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States,0
19180,51, Private,334273, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19181,52, Private,343440, Higher ed,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
19182,52, Private,208302, HS,9, Divorced, Other-service, Other-relative, White, Male,0,0,30, United-States,0
19183,23, Local-gov,280164, HS,9, Never-married, Other-service, Own-child, Black, Male,0,0,32, United-States,0
19184,23, Self-emp-not-inc,174714, HS,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,0
19185,36, Private,184655, HS,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,0
19186,19, Private,140459, HS,7, Never-married, Craft-repair, Other-relative, White, Male,0,0,25, United-States,0
19187,53, Self-emp-not-inc,108815, HS,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
19188,17, Private,152652, HS,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,0
19189,69, Private,269499, HS,9, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,8, United-States,0
19190,46, Local-gov,33373, Higher ed,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
19191,33, Private,243674, HS,9, Separated, Tech-support, Not-in-family, White, Male,0,0,46, United-States,0
19192,40, Private,225432, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,0
19193,29, Local-gov,195520, Higher ed,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
19194,41, Private,70092, Higher ed,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
19195,22, Private,189888, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
19196,28, Private,64307, HS,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19197,31, Private,94235, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,0
19198,35, Private,62333, Higher ed,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
19199,38, Private,260997, Higher ed,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
19200,17, Private,146268, HS,6, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,0
19201,39, Private,147258, HS,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19202,27, Self-emp-not-inc,207948, Higher ed,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,0
19203,50, Private,180607, HS,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
19204,56, Local-gov,104996, HS,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
19205,80, Self-emp-not-inc,562336, HS,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States,0
19206,38, Self-emp-not-inc,334366, Higher ed,10, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,15, United-States,0
19207,52, State-gov,142757, HS,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,1
19208,45, Private,51744, Higher ed,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States,0
19209,41, Self-emp-inc,114967, Higher ed,11, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,1
19210,30, Private,393965, Higher ed,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
19211,24, Private,41838, Higher ed,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States,0
19212,43, Local-gov,143046, Higher ed,10, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States,0
19213,44, Private,209174, Higher ed,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,1
19214,54, Private,183248, HS,9, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States,0
19215,23, Private,102942, Higher ed,13, Never-married, Prof-specialty, Own-child, White, Female,0,2258,40, United-States,1
19216,33, Self-emp-not-inc,427474, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
19217,18, Private,338632, HS,7, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States,0
19218,41, Self-emp-not-inc,32533, Higher ed,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
19219,66, Self-emp-inc,112376, HS,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
19220,60, Self-emp-not-inc,44915, Higher ed,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,10, United-States,0
19221,61, Private,171429, HS,7, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States,0
19222,35, Local-gov,190964, Higher ed,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19223,19, Private,109005, Higher ed,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
19224,52, Private,404453, HS,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
19225,38, Self-emp-not-inc,280169, Higher ed,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States,1
19226,39, Self-emp-not-inc,163204, HS,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
